Table S1: Unique studies reported in EWAS Atlas 
Stage,Platform,Sample size,Male(%),Age(min),Age(max),Age(mean),Age(sd),Tissue,Cohort name,Full name,Description,Ancestry,Tissue
Replication,450K,249,null,null,null,44.1,4.1,whole blood,BHS,Bogalusa Heart Study,MetS+,European,whole blood
Replication,450K,25,0.48,null,null,null,null,gastric mucosa,,,case-control validation H. pylori positive,East Asian,gastric mucosa
Replication,450K,25,0.48,null,null,null,null,leukocyte,,,case-control validation H. pylori positive,East Asian,leukocyte
Replication,450K,25,0.56,null,null,null,null,gastric mucosa,,,case-control validation H. pylori negative,East Asian,gastric mucosa
Replication,450K,25,0.56,null,null,null,null,leukocyte,,,case-control validation H. pylori negative,East Asian,leukocyte
Replication,450K,250,0.76,null,null,35.1,null,whole blood,,,Controls,European,whole blood
Replication,450K,2515,0.46,null,null,66.2,8.9,whole blood,FHS Offspring,Framingham Offspring Study,,Not reported,whole blood
Replication,450K,259,0.56,null,null,68.8,9.7,saliva,PEG,Parkinson's Environment and Genes Study,,European;Not reported,saliva
Replication,450K,26,0.54,42,86,66,null,lung,,,,Not reported,lung
Replication,450K,27,0.41,null,null,46.2,6.1,whole blood,KHTS,Korean Healthy Twin Study,BT siblings,Not reported,whole blood
Replication,450K,279,null,null,null,37.3,5.2,cord blood,OW F1,,,European,cord blood
Replication,450K,279,null,null,null,37.3,5.2,cord blood ,OW F1,,,European,cord blood 
Replication,450K,28,0,35,90,62,null,uterus,,,,Not reported,uterus
Replication,450K,28,0.53,null,null,74.5,4.2,adipose tissue,,,Type 2 diabetes,Not reported,adipose tissue
Replication,450K,28,0.54,null,null,74.3,4.3,adipose tissue,,,normal glucose tolerance,Not reported,adipose tissue
Replication,450K,29,0.448,null,null,77.6,12.8,prefrontal cortex,,,Braak 0-II,Not reported,prefrontal cortex
Replication,450K,293,0.53,null,null,49,17,CD4+ T cell,GOLDN,,,European,CD4+ T cell
Replication,450K,300,null,null,null,null,null,whole blood,,,,European,whole blood
Replication,450K,3018,null,70,79,null,null,whole blood,LBC,Lothian Birth Cohort,,European,whole blood
Replication,450K,315,0,null,null,61.6,6.2,blood,WHI-EMPC,Women’s Health Initiative - Epigenetic Mechanisms of PM-Mediated CVD,,Hispanic or Latin American,blood
Replication,450K,32,0.45,null,null,59.3,4.2,cord blood,REGARDS,REasons for Geographic and Racial Differences in Stroke,MetS-,African American or Afro-Caribbean,cord blood
Replication,450K,324,0.23,null,null,44.1,14.3,whole blood,MARTHA,MARseille Thrombosis Association Study,,Not reported,whole blood
Replication,450K,326,0.48,null,null,48.8,16.9,CD4+ T cell,GOLDN,Genetics of Lipid Lowering Drugs and Diet Network,,European,CD4+ T cell
Replication,450K,327,1,null,null,54.6,6.8,whole blood,,,,Not reported,whole blood
Replication,450K,327,null,null,null,null,null,gastric tissue,TCGA,The Cancer Genome Atlas,,Not reported,gastric tissue
Replication,450K,33,1,25,50,null,null,sperm,,,nonsmoker,Not reported,sperm
Replication,450K,331,0.492,null,null,47.7,16.2,CD4+ T cell,GOLDN,Genetics of Lipid Lowering Drugs and Diet Network,,European,CD4+ T cell
Replication,450K,333,0,null,null,62.3,6.8,blood,WHI-BAA23,Women’s Health Initiative – Broad Agency Award 23,,Hispanic or Latin American,blood
Replication,450K,338,0,null,null,54.6,8.9,whole blood,TwinsUK,,,European,whole blood
Replication,450K,339,0.22,null,null,43.8,14.2,whole blood,MARTHA,MARseille THrombosis Association,Primary replication cohort,European,whole blood
Replication,450K,354,null,null,null,43.1,4.6,whole blood,BHS,Bogalusa Heart Study,MetS-,European,whole blood
Replication,450K,355,0.52,2,61,28,null,leukocyte,MRCA,,,Not reported,leukocyte
Replication,450K,356,0,34,84,60.1,8.8,peripheral blood,EPITWIN,,,Not reported,peripheral blood
Replication,450K,358,0.35,null,null,49.3,12.1,leukocyte,EPIC-Italy,,,European,leukocyte
Replication,450K,359,0.49,4,4,4,0,whole blood,INMA-MEN,Infancia y Medio Ambiente,,European,whole blood
Replication,450K,36,0.44,null,null,46.5,11.5,adipose tissue,,,Type 2 diabetes,Not reported,adipose tissue
Replication,450K,36,0.47,null,null,10.9,0.9,nasal epithelial cell,,,Non-atopic controls,African American or Afro-Caribbean,nasal epithelial cell
Replication,450K,36,0.53,null,null,11.1,0.8,nasal epithelial cell,,,Atopic asthma,African American or Afro-Caribbean,nasal epithelial cell
Replication,450K,36,1,null,null,40.4,7.3,sperm,,,Current smokers,Not reported,sperm
Replication,450K,36,null,0,0,0,0,cord blood,NEST,Newborn Epigenetics Study,,European,cord blood
Replication,450K,367,0.33,18,18,18,0,leukocyte,IOW,,,Not reported,leukocyte
Replication,450K,369,0.36,null,53,47.5,7.1,whole blood,EOCOPD,Early-Onset COPD,,Not reported,whole blood
Replication,450K,37,0.45,null,null,59.7,4.8,buffy coat,REGARDS,REasons for Geographic and Racial Differences in Stroke,MetS+,African American or Afro-Caribbean,buffy coat
Replication,450K,37,0.62,0,0,0,0,cord blood,,,,East Asian,cord blood
Replication,450K,37,0.65,20,81,68,null,liver,,,,Not reported,liver
Replication,450K,37,0.65,null,null,51.9,6.4,gastric mucosa,,,self-comparison validation Successful eradication,East Asian,gastric mucosa
Replication,450K,37,0.65,null,null,51.9,6.4,leukocyte,,,self-comparison validation Successful eradication,East Asian,leukocyte
Replication,450K,38,0.26,0,100,44,null,peripheral blood mononuclear cell,,,,Not reported,peripheral blood mononuclear cell
Replication,450K,38,0.55,40,90,72,null,colon,,,,Not reported,colon
Replication,450K,381,null,null,null,59,9.5,monocyte,MESA,Multi-Ethnic Study of Atherosclerosis,,Hispanic or Latin American,monocyte
Replication,450K,389,0.5,null,null,16.3,0.2,whole blood,PIAMA,Prevention and Incidence of Asthma and Mite Allergy,,European,whole blood
Replication,450K,39,0.33,null,null,63,null,whole blood,ESTHER,,"Diabetic, poorly controlled",Not reported,whole blood
Replication,450K,390,0,53,53,53,0,buccal cell,NSHD,National Survey of Health and Development,,Not reported,buccal cell
Replication,450K,390,null,70,80,null,null,whole blood,Prospective Investigation of the Vasculature in Uppsala Seniors,PIVUS,,European,whole blood
Replication,450K,40,0.85,null,null,36.6,13.5,whole blood,,,pairs of monozygotic (MZ) twins highly discordant for aggression,Not reported,whole blood
Replication,450K,40,null,0,0,0,0,placenta,,,,Not reported,placenta
Replication,450K,40,null,0,103,null,null,peripheral blood mononuclear cell,,,,Not reported,peripheral blood mononuclear cell
Replication,450K,41,0,null,null,null,null,whole blood,,,spontaneous PTB,African American or Afro-Caribbean,whole blood
Replication,450K,42,1,null,null,38.4,8.3,sperm,,,Never smokers,Not reported,sperm
Replication,450K,422,0.51,null,null,53.2,9.6,whole blood,KORA F3,,,Not reported,whole blood
Replication,450K,43,0,null,null,31.3,null,peripheral blood mononuclear cell,,,,African American or Afro-Caribbean;European,peripheral blood mononuclear cell
Replication,450K,43,0.44,null,null,59.7,8.1,buccal mucosa,COPDGene,,Current Smokers,African American or Afro-Caribbean;European,buccal mucosa
Replication,450K,440,0.39,null,null,62,null,whole blood,ESTHER,,Nondiabetic,Not reported,whole blood
Replication,450K,446,0.42,null,null,null,null,whole blood,NTR,Netherlands Twin Register,,Not reported,whole blood
Replication,450K,449,0.53,null,null,69.6,0.9,whole blood,LCB1936,,time point 1,European,whole blood
Replication,450K,449,0.53,null,null,76.3,0.7,whole blood,LCB1936,,time point 2,European,whole blood
Replication,450K,45,1,25,50,null,null,sperm,,,smoker,Not reported,sperm
Replication,450K,474,0.53,null,null,44,14,whole blood,HAPI,Phenotype Intervention Heart Study,,Not reported,whole blood
Replication,450K,48,0.4,null,null,64,null,whole blood,ESTHER,,"Diabetic, controlled",Not reported,whole blood
Replication,450K,48,null,0,1,0.5,null,CD4+ T cell,,,,Not reported,CD4+ T cell
Replication,450K,498,0.52,50,75,62,null,whole blood,ESTHER,,,Not reported,whole blood
Replication,450K,50,0.52,null,null,55.5,6.3,adipose tissue,,,Type 2 diabetes,Not reported,adipose tissue
Replication,450K,500,0.51,50,75,null,null,whole blood,ESTHER,,,Not reported,whole blood
Replication,450K,51,0.55,0,1.5,0,null,buccal cell,,,,Not reported,buccal cell
Replication,450K,521,0.53,null,null,4.3,0.3,whole blood,Rhea,Mother-Child Cohort in Crete,,European,whole blood
Replication,450K,53,0.21,28,79,45,null,tumor tissue,,,,Not reported,tumor tissue
Replication,450K,535,0.47,null,null,55.1,16,whole blood,NSPHS,,time point 1,European,whole blood
Replication,450K,54,0,null,null,null,null,whole blood,,,control,African American or Afro-Caribbean,whole blood
Replication,450K,55,0.33,10.9,12.2,11.4,null,whole blood,,,B12 with multiple micronutrients supplementation,Not reported,whole blood
Replication,450K,55,0.47,null,null,55.7,16.5,whole blood,TCGA,The Cancer Genome Atlas,Validation group,African unspecified;Asian unspecified;European;Not reported,whole blood
Replication,450K,55,0.55,11,12,11.3,null,whole blood,,,Control,Not reported,whole blood
Replication,450K,552,0,null,null,53.45,0.5,buccal cell,NSHD,National Survey of Health and Development,,Not reported,buccal cell
Replication,450K,556,0,null,null,62.8,7,blood,WHI-EPMC,Women’s Health Initiative - Epigenetic Mechanisms of PM-Mediated CVD,,African American or Afro-Caribbean,blood
Replication,450K,56,0.8,null,null,65.2,9,carotid plaque,AEMS450K2,Athero-Express Biobank Study,Current Smokers,Not reported,carotid plaque
Replication,450K,566,null,null,null,60.8,9.6,monocyte,MESA,Multi-Ethnic Study of Atherosclerosis,,European,monocyte
Replication,450K,568,0.73,null,null,60.4,9.7,whole blood,LOLIPOP,The London Life Sciences Prospective Population Study,control,European,whole blood
Replication,450K,57,null,null,null,null,null,bone marrow,,,ETV6-RUNX1,Not reported,bone marrow
Replication,450K,582,0.48,null,null,62.6,11.7,whole blood,REGICOR,,control,European,whole blood
Replication,450K,583,null,null,null,30.9,3.7,cord blood,PIAMA,,,European,cord blood
Replication,450K,583,null,null,null,30.9,3.7,cord blood ,PIAMA,,,European,cord blood 
Replication,450K,59,0.48,null,null,75,11,whole blood,BASICMAR_ 2,,type 2 diabetes mellitus,European,whole blood
Replication,450K,59,0.53,null,null,7.5,0.2,whole blood,INMA-VAL,Infancia y Medio Ambiente,,European,whole blood
Replication,450K,592,0.46,null,null,43,5,whole blood,BHS,Bogalusa Heart Study,,European,whole blood
Replication,450K,6,0.67,0,0,0,0,placenta,,,Pre-term Control,African unspecified;Asian unspecified;European;Other,placenta
Replication,450K,60,0.6,null,null,53.5,9.7,gastric mucosa,,,Gastric Cancer patients (normal gastric mucosa ),East Asian,gastric mucosa
Replication,450K,61,0.56,0,0,0,0,cord blood,,,insulin-treated GDM,European,cord blood
Replication,450K,628,0.47,null,null,53.6,4.5,whole blood,KORA,,time point 1,European,whole blood
Replication,450K,628,0.47,null,null,60.1,4.5,whole blood,KORA,,time point 2,European,whole blood
Replication,450K,63,0.57,null,null,69.1,10,whole blood,REGICOR,,type 2 diabetes mellitus,European,whole blood
Replication,450K,63,0.65,41,69,60.4,7.2,gastric mucosa,,,healthy individuals with gastric atrophy,Not reported,gastric mucosa
Replication,450K,64,0.39,0,0,0,0,cord blood,,,dietetically treated GDM,European,cord blood
Replication,450K,641,0.52,0,0,0,0,leukocyte,,Generation R Study,,European,leukocyte
Replication,450K,642,0.48,null,null,59,6.5,whole blood,Leiden Longevity,,,European,whole blood
Replication,450K,648,0,null,null,60,null,adipose tissue,MuTHER,Multiple Tissue Human Expression Resource cohort,"97 MZ pairs, 162 DZ pairs and 130 singletons",European,adipose tissue
Replication,450K,656,0,18,18,18,0,leukocyte,ALSPAC,Avon Longitudinal Study of Parents and Children,,Not reported,leukocyte
Replication,450K,656,0.43,null,null,53.8,10.2,whole blood,LOLIPOP,The London Life Sciences Prospective Population Study,,South Asian,whole blood
Replication,450K,66,null,null,null,null,null,bone marrow,,,high hyperdiploidy,Not reported,bone marrow
Replication,450K,666,0,null,null,62.8,6.7,blood,WHI-BAA23,Women’s Health Initiative – Broad Agency Award 23,,African American or Afro-Caribbean,blood
Replication,450K,667,0.44,null,null,31,0.3,whole blood,NFBC66,Northern Finland Birth Cohort 1966,,European,whole blood
Replication,450K,67,0.5,50,75,61,null,whole blood,ESTHER,,Longitudinal,Not reported,whole blood
Replication,450K,689,0.29,17,70,54,null,whole blood,,,,Not reported,whole blood
Replication,450K,70,0.46,null,null,53.4,7.4,adipose tissue,,,normal glucose tolerance,Not reported,adipose tissue
Replication,450K,701,0,null,null,47.8,4.3,whole blood,ALSPAC,Avon Longitudinal Study of Parents and Children,,European,whole blood
Replication,450K,709,0.5,null,null,8.3,0.4,whole blood,PIAMA,Prevention and Incidence of Asthma and Mite Allergy,,European,whole blood
Replication,450K,711,null,null,null,67.5,6,whole blood,RS-III,Rotterdam Study,,European,whole blood
Replication,450K,719,0.43,51.5,79.9,67.5,null,whole blood,RS,,40 hepatic steatosis patients,European,whole blood
Replication,450K,731,0.46,null,null,59.9,8.2,whole blood,RS-III,Rotterdam Study,,European,whole blood
Replication,450K,734,null,null,null,29.1,5.8,cord blood,RAINE,,,European,cord blood
Replication,450K,734,null,null,null,29.1,5.8,cord blood ,RAINE,,,European,cord blood 
Replication,450K,752,0.42,null,null,45.5,13.3,whole blood,LifeLines Deep,,,European,whole blood
Replication,450K,760,0.42,null,null,67.7,5.9,leukocyte,,,,Not reported,leukocyte
Replication,450K,762,0.43,null,null,67.7,5.9,whole blood,RS-BIOS,Rotterdam study-Biobank-based Integrative Omics Studies,,European,whole blood
Replication,450K,78,1,null,null,55.4,3.3,whole blood,ETS,Emory Twin Study,,European,whole blood
Replication,450K,79,0.56,25,72,51,13.5,whole blood,DILGOM,,,Not reported,whole blood
Replication,450K,8,0.63,null,null,69.7,13.1,tumor tissue,,,Non-obese,Not reported,tumor tissue
Replication,450K,8,null,null,null,null,null,gastric mucosa,,,successfully eradicated,East Asian,gastric mucosa
Replication,450K,8,null,null,null,null,null,gastric mucosa,,,unsuccessfully eradicated,East Asian,gastric mucosa
Replication,450K,8,null,null,null,null,null,leukocyte,,,successfully eradicated,East Asian,leukocyte
Replication,450K,8,null,null,null,null,null,leukocyte,,,unsuccessfully eradicated,East Asian,leukocyte
Replication,450K,81,0,28,90,55,null,breast,,,,Not reported,breast
Replication,450K,82,0.44,23,85,58,null,tumor tissue,,,,Not reported,tumor tissue
Replication,450K,82,0.89,47,68,62.2,4.7,gastric mucosa,,,gastric cancer patients,Not reported,gastric mucosa
Replication,450K,87,0.47,null,null,65.3,8.1,buccal mucosa,COPDGene,,Former Smokers,African American or Afro-Caribbean;European,buccal mucosa
Replication,450K,877,0,null,null,null,null,whole blood,,,,European,whole blood
Replication,450K,88,0.69,62,72.2,67,null,lung,TCGA,,Heavy smoking,Not reported,lung
Replication,450K,91,0.51,10.5,10.8,10.6,null,leukocyte,GENOI,Grupo Navarro de Obesidad Infantil,,European,leukocyte
Replication,450K,93,0.53,22,97,69,null,whole blood,,,,Not reported,whole blood
Replication,450K,93,0.53,null,null,30.4,3.8,whole blood,FTC,,time point 1,European,whole blood
Replication,450K,95,1,null,null,55.5,10.5,whole blood,,,,Not reported,whole blood
Replication,450K,96,0.5,null,null,53,23.7,whole blood,EGCUT CTG,Estonian Genome Centre University of Tartu,,European,whole blood
Replication,450K,965,0,null,null,68.4,6.2,blood,WHI-BAA23,Women’s Health Initiative – Broad Agency Award 23,,European,blood
Replication,450K,967,null,null,null,null,null,whole blood,PIVUS,Prospective Investigation of the Vasculature in Uppsala Seniors,,European,whole blood
Replication,450K,97,0,28,90,57.57,null,breast,TCGA, The Cancer Genome Atlas,invasive ductal carcinoma,Not reported,breast
Replication,450K,97,0.56,59,72,66,null,lung,TCGA,,Light smoking,Not reported,lung
Replication,450K,971,0.39,null,null,60.9,8.8,whole blood,KORA F4,,,Not reported,whole blood
Replication,450K,991,0.48,null,null,49,null,CD4+ T cell,GOLDN,Genetics of Lipid Lowering Drugs and Diet Network Study,,European,CD4+ T cell
Replication,450K,992,null,null,null,null,null,CD4+ T cell,GOLDN,Genetics of Lipid Lowering Drugs and Diet Network,,European,CD4+ T cell
Replication,850K,10,null,null,null,null,null,brain,,,after glucocorticoid exposure,Not reported,brain
Replication,850K,10,null,null,null,null,null,brain,,,before glucocorticoid exposure,Not reported,brain
Replication,850K,13,null,null,null,null,null,buccal cell,,,after glucocorticoid exposure,Not reported,buccal cell
Replication,850K,13,null,null,null,null,null,buccal cell,,,before glucocorticoid exposure,Not reported,buccal cell
Replication,850K,18,null,null,null,null,null,whole blood,,,after glucocorticoid exposure,Not reported,whole blood
Replication,850K,18,null,null,null,null,null,whole blood,,,before glucocorticoid exposure,Not reported,whole blood
Replication,850K,21,null,null,null,null,null,saliva,,,after glucocorticoid exposure,Not reported,saliva
Replication,850K,21,null,null,null,null,null,saliva,,,before glucocorticoid exposure,Not reported,saliva
Replication,850K,220,1,null,null,48.3,9.2,leukocyte,,,Non-smokers,African American or Afro-Caribbean,leukocyte
